ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,RAEE81801V,SCUOLA PRIMARIA,4,25,19,6,1,5
202425,FIRH01101G,SCUOLA SECONDARIA II GRADO,5,75,66,9,2,7
202425,CAEE8AF03A,SCUOLA PRIMARIA,2,12,12,0,0,0
202425,ISMM83401E,SCUOLA SECONDARIA I GRADO,2,140,130,10,1,9
202425,FGRH01051C,SCUOLA SECONDARIA II GRADO,4,17,17,0,0,0
202425,PARA01601G,SCUOLA SECONDARIA II GRADO,5,46,46,0,0,0
202425,SSEE83806P,SCUOLA PRIMARIA,5,39,39,0,0,0
202425,RIEE807038,SCUOLA PRIMARIA,1,3,1,2,0,2
202425,PVEE823032,SCUOLA PRIMARIA,2,16,13,3,3,0
202425,AGTD01850X,SCUOLA SECONDARIA II GRADO,1,35,34,1,1,0
202425,AVEE81703Q,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,RMMM839017,SCUOLA SECONDARIA I GRADO,2,61,53,8,3,5
202425,MBRI06351L,SCUOLA SECONDARIA II GRADO,3,26,15,11,2,9
202425,CBMM849015,SCUOLA SECONDARIA I GRADO,3,63,53,10,3,7
202425,ANEE823043,SCUOLA PRIMARIA,2,22,21,1,0,1
202425,SPEE81601X,SCUOLA PRIMARIA,5,72,65,7,1,6
202425,NAEE8DF06N,SCUOLA PRIMARIA,1,16,16,0,0,0
202425,CNRC004019,SCUOLA SECONDARIA II GRADO,2,122,89,33,7,26
202425,LEEE84102X,SCUOLA PRIMARIA,1,31,29,2,2,0
202425,POMM81001C,SCUOLA SECONDARIA I GRADO,2,143,107,36,3,33
202425,TPMM80901R,SCUOLA SECONDARIA I GRADO,2,45,43,2,0,2
202425,RMEE835011,SCUOLA PRIMARIA,1,81,67,14,8,6
202425,RMEE8D901V,SCUOLA PRIMARIA,1,79,77,2,1,1
202425,SAEE81505B,SCUOLA PRIMARIA,5,17,17,0,0,0
202425,CZEE84601D,SCUOLA PRIMARIA,4,6,6,0,0,0
202425,VIMM85301L,SCUOLA SECONDARIA I GRADO,1,67,53,14,5,9
202425,TVTN01050E,SCUOLA SECONDARIA II GRADO,5,40,25,15,4,11
202425,PTTD01050X,SCUOLA SECONDARIA II GRADO,5,7,6,1,1,0
202425,TOTA06301E,SCUOLA SECONDARIA II GRADO,5,78,78,0,0,0
202425,VREE87602Q,SCUOLA PRIMARIA,4,26,24,2,0,2
202425,LCEE81702T,SCUOLA PRIMARIA,3,40,34,6,0,6
202425,BNEE85503A,SCUOLA PRIMARIA,1,22,21,1,0,1
202425,TVEE85703Q,SCUOLA PRIMARIA,4,21,21,0,0,0
202425,CEMM8BD01L,SCUOLA SECONDARIA I GRADO,1,89,86,3,0,3
202425,MEMM8AC017,SCUOLA SECONDARIA I GRADO,3,101,98,3,0,3
202425,VREE81303N,SCUOLA PRIMARIA,5,64,45,19,8,11
202425,BNEE81202B,SCUOLA PRIMARIA,3,23,21,2,0,2
202425,MOTD00301E,SCUOLA SECONDARIA II GRADO,5,111,83,28,4,24
202425,MIEE8DF031,SCUOLA PRIMARIA,4,72,55,17,0,17
202425,APEE841047,SCUOLA PRIMARIA,2,9,9,0,0,0
202425,BSEE81103X,SCUOLA PRIMARIA,5,12,12,0,0,0
202425,APEE83803A,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,FIEE83501T,SCUOLA PRIMARIA,2,105,91,14,2,12
202425,RCEE82905P,SCUOLA PRIMARIA,5,18,15,3,0,3
202425,POMM809018,SCUOLA SECONDARIA I GRADO,1,64,14,50,0,50
202425,MITF09701A,SCUOLA SECONDARIA II GRADO,2,214,194,20,0,20
202425,CAMM82001V,SCUOLA SECONDARIA I GRADO,2,42,39,3,0,3
202425,MOEE818021,SCUOLA PRIMARIA,1,21,14,7,0,7
202425,BOTF014019,SCUOLA SECONDARIA II GRADO,1,324,291,33,8,25
202425,MIRI072015,SCUOLA SECONDARIA II GRADO,1,113,46,67,5,62
202425,CHEE820057,SCUOLA PRIMARIA,4,10,10,0,0,0
202425,MTEE82602N,SCUOLA PRIMARIA,5,35,35,0,0,0
202425,RMTN02000C,SCUOLA SECONDARIA II GRADO,3,90,84,6,3,3
202425,RCMM82902E,SCUOLA SECONDARIA I GRADO,2,36,31,5,0,5
202425,OREE80603Q,SCUOLA PRIMARIA,5,11,10,1,1,0
202425,MITF01601N,SCUOLA SECONDARIA II GRADO,1,47,42,5,1,4
202425,TAEE85402X,SCUOLA PRIMARIA,4,52,52,0,0,0
202425,AVEE880048,SCUOLA PRIMARIA,4,32,31,1,0,1
202425,UDTD01901G,SCUOLA SECONDARIA II GRADO,1,15,14,1,0,1
202425,UDMM848016,SCUOLA SECONDARIA I GRADO,3,44,27,17,3,14
202425,RCTD01450D,SCUOLA SECONDARIA II GRADO,4,18,18,0,0,0
202425,PAMM8AU01R,SCUOLA SECONDARIA I GRADO,3,49,48,1,1,0
202425,VBPS003012,SCUOLA SECONDARIA II GRADO,5,26,26,0,0,0
202425,VAEE84102P,SCUOLA PRIMARIA,2,35,29,6,1,5
202425,MIEE85602E,SCUOLA PRIMARIA,5,68,63,5,0,5
202425,UDEE852042,SCUOLA PRIMARIA,4,12,11,1,0,1
202425,MBEE8EW028,SCUOLA PRIMARIA,5,83,61,22,2,20
202425,TEMM81604L,SCUOLA SECONDARIA I GRADO,1,15,14,1,0,1
202425,APEE82703X,SCUOLA PRIMARIA,1,10,6,4,1,3
202425,CEEE8AH02B,SCUOLA PRIMARIA,4,16,13,3,0,3
202425,RETD00601B,SCUOLA SECONDARIA II GRADO,3,97,77,20,2,18
202425,NAEE15803P,SCUOLA PRIMARIA,2,53,44,9,2,7
202425,COEE837029,SCUOLA PRIMARIA,3,38,34,4,1,3
202425,PNEE835037,SCUOLA PRIMARIA,4,30,26,4,1,3
202425,BAEE82801N,SCUOLA PRIMARIA,5,73,61,12,2,10
202425,PDTD027014,SCUOLA SECONDARIA II GRADO,4,41,29,12,4,8
202425,GEMM81302T,SCUOLA SECONDARIA I GRADO,3,22,18,4,1,3
202425,ENTD021014,SCUOLA SECONDARIA II GRADO,5,81,79,2,1,1
202425,BSEE87104L,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,PGMM833017,SCUOLA SECONDARIA I GRADO,3,70,67,3,2,1
202425,NAMM8CM015,SCUOLA SECONDARIA I GRADO,3,73,72,1,0,1
202425,VCPC00101T,SCUOLA SECONDARIA II GRADO,1,205,191,14,3,11
202425,MIEE8B601N,SCUOLA PRIMARIA,3,65,58,7,0,7
202425,PEEE81903D,SCUOLA PRIMARIA,2,18,18,0,0,0
202425,CNMM85601X,SCUOLA SECONDARIA I GRADO,2,86,75,11,2,9
202425,CBMM83301G,SCUOLA SECONDARIA I GRADO,1,34,25,9,0,9
202425,SOEE823026,SCUOLA PRIMARIA,1,14,13,1,0,1
202425,TEEE83602R,SCUOLA PRIMARIA,3,41,33,8,0,8
202425,RMEE863026,SCUOLA PRIMARIA,1,17,5,12,6,6
202425,MEEE87601B,SCUOLA PRIMARIA,2,26,25,1,0,1
202425,BOEE812024,SCUOLA PRIMARIA,3,23,19,4,1,3
202425,VIEE88704X,SCUOLA PRIMARIA,2,20,19,1,0,1
202425,TARH070002,SCUOLA SECONDARIA II GRADO,2,65,63,2,1,1
202425,CSPS068035,SCUOLA SECONDARIA II GRADO,5,12,12,0,0,0
202425,CBPC02601V,SCUOLA SECONDARIA II GRADO,2,28,27,1,0,1
202425,PAMM8BU01B,SCUOLA SECONDARIA I GRADO,2,250,248,2,0,2
202425,TOEE8BW02P,SCUOLA PRIMARIA,1,35,31,4,0,4
202425,PZRH02852T,SCUOLA SECONDARIA II GRADO,3,10,9,1,0,1
202425,CAEE862012,SCUOLA PRIMARIA,3,53,52,1,0,1
202425,CAEE889056,SCUOLA PRIMARIA,4,23,23,0,0,0
202425,NAPS13201X,SCUOLA SECONDARIA II GRADO,3,93,88,5,0,5
202425,RMEE84401Q,SCUOLA PRIMARIA,4,23,23,0,0,0
202425,COEE81507N,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,TOMM8A0013,SCUOLA SECONDARIA I GRADO,1,273,217,56,17,39
202425,TVTF00401Q,SCUOLA SECONDARIA II GRADO,2,60,56,4,0,4
202425,PSTA01301D,SCUOLA SECONDARIA II GRADO,5,94,93,1,0,1
202425,PVEE80009G,SCUOLA PRIMARIA,4,9,7,2,0,2
202425,PZPM00201E,SCUOLA SECONDARIA II GRADO,1,50,47,3,2,1
202425,MIMM8EH014,SCUOLA SECONDARIA I GRADO,2,160,135,25,4,21
202425,NAPS92000G,SCUOLA SECONDARIA II GRADO,4,160,160,0,0,0
202425,ANEE83403C,SCUOLA PRIMARIA,5,24,22,2,0,2
202425,MOEE82803L,SCUOLA PRIMARIA,2,17,16,1,0,1
202425,TPPM03000Q,SCUOLA SECONDARIA II GRADO,1,191,177,14,6,8
202425,SAEE8AP053,SCUOLA PRIMARIA,1,16,7,9,5,4
202425,TOMM8B3015,SCUOLA SECONDARIA I GRADO,1,135,118,17,6,11
202425,MORI008013,SCUOLA SECONDARIA II GRADO,3,51,30,21,1,20
202425,GEEE82201L,SCUOLA PRIMARIA,4,31,29,2,0,2
202425,PVMM814025,SCUOLA SECONDARIA I GRADO,1,18,14,4,3,1
202425,NAEE32001X,SCUOLA PRIMARIA,3,140,140,0,0,0
202425,MIEE8FU02D,SCUOLA PRIMARIA,4,16,13,3,0,3
202425,VAEE87602N,SCUOLA PRIMARIA,5,24,16,8,0,8
202425,OREE82301B,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,TOEE838021,SCUOLA PRIMARIA,1,19,17,2,1,1
202425,RMTD05301V,SCUOLA SECONDARIA II GRADO,5,16,14,2,2,0
202425,CSRA01701Q,SCUOLA SECONDARIA II GRADO,3,53,50,3,1,2
202425,CATD03201E,SCUOLA SECONDARIA II GRADO,1,36,35,1,0,1
202425,TOMM8AR03G,SCUOLA SECONDARIA I GRADO,1,13,12,1,1,0
202425,LUEE84904A,SCUOLA PRIMARIA,1,20,19,1,0,1
202425,CTEE8AQ05R,SCUOLA PRIMARIA,2,13,12,1,0,1
202425,VAPS00101Q,SCUOLA SECONDARIA II GRADO,1,224,211,13,2,11
202425,CAMM83901X,SCUOLA SECONDARIA I GRADO,3,60,57,3,0,3
202425,UDPS01401L,SCUOLA SECONDARIA II GRADO,2,14,14,0,0,0
202425,CEEE84501P,SCUOLA PRIMARIA,2,164,164,0,0,0
202425,BGEE835052,SCUOLA PRIMARIA,3,20,16,4,0,4
202425,TOEE81403D,SCUOLA PRIMARIA,3,5,4,1,1,0
202425,BTEE069126,SCUOLA PRIMARIA,5,25,25,0,0,0
202425,APEE834033,SCUOLA PRIMARIA,2,53,45,8,0,8
202425,CSMM836034,SCUOLA SECONDARIA I GRADO,3,11,11,0,0,0
202425,MBEE8CN01N,SCUOLA PRIMARIA,5,30,27,3,1,2
202425,NAEE892016,SCUOLA PRIMARIA,1,46,43,3,0,3
202425,LEEE803014,SCUOLA PRIMARIA,3,25,24,1,0,1
202425,NAPS36000R,SCUOLA SECONDARIA II GRADO,4,150,148,2,0,2
202425,PREE806022,SCUOLA PRIMARIA,5,50,47,3,3,0
202425,TREE82101N,SCUOLA PRIMARIA,4,26,20,6,1,5
202425,NOEE82801T,SCUOLA PRIMARIA,5,38,28,10,1,9
202425,NOEE813025,SCUOLA PRIMARIA,4,19,19,0,0,0
202425,RATD01000G,SCUOLA SECONDARIA II GRADO,5,223,200,23,4,19
202425,NAEE8GC01R,SCUOLA PRIMARIA,2,23,20,3,1,2
202425,LTEE813055,SCUOLA PRIMARIA,3,35,32,3,1,2
202425,MIEE87201B,SCUOLA PRIMARIA,2,77,62,15,5,10
202425,TREE81508N,SCUOLA PRIMARIA,1,3,3,0,0,0
202425,BSEE82002N,SCUOLA PRIMARIA,2,12,7,5,5,0
202425,FEEE808049,SCUOLA PRIMARIA,5,17,14,3,0,3
202425,BIEE809023,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,NOEE80803P,SCUOLA PRIMARIA,4,5,4,1,0,1
202425,BNMM834038,SCUOLA SECONDARIA I GRADO,1,17,16,1,0,1
202425,MEEE81805G,SCUOLA PRIMARIA,1,10,7,3,0,3
202425,BOEE88203B,SCUOLA PRIMARIA,1,44,40,4,1,3
202425,PDMM86002B,SCUOLA SECONDARIA I GRADO,1,71,57,14,5,9
202425,APEE834022,SCUOLA PRIMARIA,3,53,45,8,1,7
202425,SAMM8BE03V,SCUOLA SECONDARIA I GRADO,1,38,37,1,0,1
202425,UDMM85901L,SCUOLA SECONDARIA I GRADO,2,38,32,6,1,5
202425,MBEE879024,SCUOLA PRIMARIA,3,22,7,15,1,14
202425,PAMM8AG018,SCUOLA SECONDARIA I GRADO,1,111,106,5,0,5
202425,CRMM80802B,SCUOLA SECONDARIA I GRADO,1,30,21,9,1,8
202425,VVEE81211C,SCUOLA PRIMARIA,5,19,17,2,0,2
202425,SAEE8BE085,SCUOLA PRIMARIA,1,33,32,1,0,1
202425,COMM83501G,SCUOLA SECONDARIA I GRADO,3,110,96,14,2,12
202425,MSRH01050E,SCUOLA SECONDARIA II GRADO,3,35,35,0,0,0
202425,ALMM838012,SCUOLA SECONDARIA I GRADO,2,156,136,20,1,19
202425,MIPS61000R,SCUOLA SECONDARIA II GRADO,5,13,11,2,0,2
202425,CTTF01000G,SCUOLA SECONDARIA II GRADO,4,259,256,3,0,3
202425,BGEE80702P,SCUOLA PRIMARIA,2,41,33,8,1,7
202425,UDEE81704P,SCUOLA PRIMARIA,1,29,28,1,1,0
202425,VEEE85603X,SCUOLA PRIMARIA,4,18,16,2,1,1
202425,ATEE809014,SCUOLA PRIMARIA,4,12,9,3,2,1
202425,COEE83403V,SCUOLA PRIMARIA,3,34,26,8,1,7
202425,AGRI017015,SCUOLA SECONDARIA II GRADO,4,13,13,0,0,0
202425,MCEE80202N,SCUOLA PRIMARIA,5,5,4,1,0,1
202425,RMMM8F601G,SCUOLA SECONDARIA I GRADO,1,88,82,6,3,3
202425,PAEE855014,SCUOLA PRIMARIA,1,41,41,0,0,0
202425,UDPS01302T,SCUOLA SECONDARIA II GRADO,2,31,29,2,1,1
202425,FREE82602C,SCUOLA PRIMARIA,2,12,10,2,1,1
202425,PDEE862035,SCUOLA PRIMARIA,5,23,22,1,0,1
202425,SARH06901T,SCUOLA SECONDARIA II GRADO,5,36,34,2,0,2
202425,AREE82905V,SCUOLA PRIMARIA,2,5,4,1,0,1
202425,CEEE8AY02B,SCUOLA PRIMARIA,1,9,8,1,0,1
202425,LTEE818025,SCUOLA PRIMARIA,4,2,2,0,0,0
202425,NATD022018,SCUOLA SECONDARIA II GRADO,5,59,58,1,1,0
202425,BSMM84801B,SCUOLA SECONDARIA I GRADO,3,70,54,16,6,10
202425,NOMM80601X,SCUOLA SECONDARIA I GRADO,2,69,58,11,1,10
202425,LEEE891021,SCUOLA PRIMARIA,5,46,41,5,0,5
202425,BGMM88501T,SCUOLA SECONDARIA I GRADO,1,15,13,2,0,2
202425,COEE824049,SCUOLA PRIMARIA,4,30,24,6,1,5
202425,FREE81103Q,SCUOLA PRIMARIA,3,28,27,1,0,1
202425,CTMM8AM018,SCUOLA SECONDARIA I GRADO,2,103,100,3,0,3
202425,PATF04201L,SCUOLA SECONDARIA II GRADO,3,18,17,1,0,1
202425,VEEE87303N,SCUOLA PRIMARIA,2,36,26,10,3,7
202425,LTMM80802D,SCUOLA SECONDARIA I GRADO,2,19,19,0,0,0
202425,MIEE8DS01G,SCUOLA PRIMARIA,2,53,12,41,2,39
202425,PEMM81102R,SCUOLA SECONDARIA I GRADO,3,21,21,0,0,0
202425,PZEE878016,SCUOLA PRIMARIA,1,30,28,2,0,2
202425,TAMM881016,SCUOLA SECONDARIA I GRADO,2,139,138,1,0,1
202425,RIEE82006T,SCUOLA PRIMARIA,2,2,2,0,0,0
202425,BGTD01201D,SCUOLA SECONDARIA II GRADO,2,60,58,2,0,2
202425,CTEE8AX04X,SCUOLA PRIMARIA,1,19,19,0,0,0
202425,LEEE860018,SCUOLA PRIMARIA,3,66,65,1,0,1
202425,SSEE84503P,SCUOLA PRIMARIA,2,36,34,2,1,1
202425,TOEE810025,SCUOLA PRIMARIA,1,20,17,3,1,2
202425,PGTD12000A,SCUOLA SECONDARIA II GRADO,3,26,22,4,1,3
202425,MNEE82902P,SCUOLA PRIMARIA,1,55,42,13,2,11
202425,PSMM837024,SCUOLA SECONDARIA I GRADO,1,23,23,0,0,0
202425,LUEE84201C,SCUOLA PRIMARIA,1,37,30,7,1,6
202425,TOMM853011,SCUOLA SECONDARIA I GRADO,2,81,73,8,5,3
202425,RNEE81102B,SCUOLA PRIMARIA,5,17,11,6,1,5
202425,REEE83101Q,SCUOLA PRIMARIA,1,91,60,31,4,27
202425,CETF03751Q,SCUOLA SECONDARIA II GRADO,5,42,42,0,0,0
202425,NAEE8G401L,SCUOLA PRIMARIA,3,13,9,4,0,4
202425,BRMM820014,SCUOLA SECONDARIA I GRADO,1,96,92,4,1,3
202425,SAEE8A403D,SCUOLA PRIMARIA,5,20,19,1,0,1
202425,SOEE82005T,SCUOLA PRIMARIA,4,40,34,6,1,5
202425,CZEE815041,SCUOLA PRIMARIA,3,11,10,1,1,0
202425,PDMM84201R,SCUOLA SECONDARIA I GRADO,1,52,35,17,11,6
202425,TOEE8BL027,SCUOLA PRIMARIA,3,22,22,0,0,0
202425,LCEE82401X,SCUOLA PRIMARIA,5,45,39,6,1,5
202425,COEE853027,SCUOLA PRIMARIA,2,42,31,11,3,8
202425,TOPS020006,SCUOLA SECONDARIA II GRADO,2,220,202,18,13,5
202425,LOEE80903N,SCUOLA PRIMARIA,1,37,21,16,2,14
202425,RMEE806055,SCUOLA PRIMARIA,5,41,40,1,0,1
202425,CSEE87107L,SCUOLA PRIMARIA,3,38,37,1,0,1
202425,ENEE82701P,SCUOLA PRIMARIA,5,6,6,0,0,0
202425,TSPS010006,SCUOLA SECONDARIA II GRADO,4,64,63,1,1,0
202425,ATEE812032,SCUOLA PRIMARIA,4,35,30,5,3,2
202425,CSTF068015,SCUOLA SECONDARIA II GRADO,4,35,34,1,0,1
202425,CEEE85401D,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,TSTE03001Q,SCUOLA SECONDARIA II GRADO,1,9,4,5,1,4
202425,VREE84302C,SCUOLA PRIMARIA,5,11,9,2,1,1
202425,RMEE8G901P,SCUOLA PRIMARIA,5,91,87,4,0,4
202425,BLMM82203B,SCUOLA SECONDARIA I GRADO,2,43,40,3,0,3
202425,NARI12951P,SCUOLA SECONDARIA II GRADO,4,43,42,1,1,0
202425,MEEE86104R,SCUOLA PRIMARIA,1,36,35,1,1,0
202425,MOMM83602D,SCUOLA SECONDARIA I GRADO,1,32,24,8,0,8
202425,VEEE82101V,SCUOLA PRIMARIA,5,35,33,2,1,1
202425,ALEE810017,SCUOLA PRIMARIA,4,23,19,4,0,4
202425,MIEE8B4012,SCUOLA PRIMARIA,3,38,34,4,0,4
202425,FGRH01051C,SCUOLA SECONDARIA II GRADO,5,18,18,0,0,0
202425,CTPS01000D,SCUOLA SECONDARIA II GRADO,5,248,244,4,1,3
202425,PVEE823032,SCUOLA PRIMARIA,1,20,15,5,1,4
202425,RGMM81301Q,SCUOLA SECONDARIA I GRADO,2,89,63,26,3,23
202425,MIMM8AX01P,SCUOLA SECONDARIA I GRADO,2,117,102,15,1,14
202425,MNMM821012,SCUOLA SECONDARIA I GRADO,1,63,46,17,1,16
202425,TEEE82802T,SCUOLA PRIMARIA,4,78,71,7,0,7
202425,LEMM817022,SCUOLA SECONDARIA I GRADO,2,80,74,6,3,3
202425,GOEE81201E,SCUOLA PRIMARIA,1,16,12,4,3,1
202425,MIEE8AV039,SCUOLA PRIMARIA,3,26,22,4,2,2
202425,FRTF06050T,SCUOLA SECONDARIA II GRADO,4,11,9,2,1,1
202425,FGTD060005,SCUOLA SECONDARIA II GRADO,1,154,150,4,1,3
202425,CTEE8AF011,SCUOLA PRIMARIA,4,35,34,1,0,1
202425,BGEE84903T,SCUOLA PRIMARIA,3,24,9,15,3,12
202425,MBEE829023,SCUOLA PRIMARIA,3,43,40,3,1,2
202425,RAEE82804L,SCUOLA PRIMARIA,4,13,13,0,0,0
202425,BSRC00301X,SCUOLA SECONDARIA II GRADO,5,63,51,12,1,11
202425,TORA008016,SCUOLA SECONDARIA II GRADO,4,30,29,1,0,1
202425,RMMM8AM02X,SCUOLA SECONDARIA I GRADO,2,36,36,0,0,0
202425,VREE88902T,SCUOLA PRIMARIA,3,18,11,7,0,7
202425,MOMM80702D,SCUOLA SECONDARIA I GRADO,2,29,22,7,0,7
202425,NOMM81601E,SCUOLA SECONDARIA I GRADO,2,149,127,22,0,22
202425,VEEE86601C,SCUOLA PRIMARIA,2,93,80,13,4,9
202425,VVMM81303T,SCUOLA SECONDARIA I GRADO,1,22,19,3,1,2
202425,RMEE8DM01Q,SCUOLA PRIMARIA,5,74,71,3,0,3
202425,PCTD00401R,SCUOLA SECONDARIA II GRADO,4,41,33,8,0,8
202425,VIEE83906L,SCUOLA PRIMARIA,2,38,23,15,2,13
202425,LTEE847047,SCUOLA PRIMARIA,3,17,15,2,2,0
202425,BSEE84102P,SCUOLA PRIMARIA,3,29,14,15,0,15
202425,PZEE81701P,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,TVMM841013,SCUOLA SECONDARIA I GRADO,2,70,62,8,0,8
202425,FRTE018018,SCUOLA SECONDARIA II GRADO,3,51,49,2,0,2
202425,PNEE80905R,SCUOLA PRIMARIA,4,43,39,4,0,4
202425,CEEE872024,SCUOLA PRIMARIA,4,37,30,7,0,7
202425,PDEE87205T,SCUOLA PRIMARIA,5,8,6,2,0,2
202425,CSEE84907B,SCUOLA PRIMARIA,4,8,7,1,0,1
202425,VRTF014012,SCUOLA SECONDARIA II GRADO,5,185,164,21,6,15
202425,VIEE873031,SCUOLA PRIMARIA,4,10,8,2,0,2
202425,BRPS00301X,SCUOLA SECONDARIA II GRADO,5,151,144,7,2,5
202425,PREE827023,SCUOLA PRIMARIA,3,42,17,25,2,23
202425,METL00901B,SCUOLA SECONDARIA II GRADO,5,77,75,2,0,2
202425,CSRI26000A,SCUOLA SECONDARIA II GRADO,5,17,17,0,0,0
202425,SAEE888077,SCUOLA PRIMARIA,3,18,18,0,0,0
202425,CERI02901E,SCUOLA SECONDARIA II GRADO,1,18,18,0,0,0
202425,AVEE864028,SCUOLA PRIMARIA,5,43,42,1,1,0
202425,TOEE894018,SCUOLA PRIMARIA,2,2,2,0,0,0
202425,COTD01101C,SCUOLA SECONDARIA II GRADO,2,25,25,0,0,0
202425,VEEE842032,SCUOLA PRIMARIA,5,28,27,1,0,1
202425,CAEE8AK022,SCUOLA PRIMARIA,2,25,24,1,1,0
202425,BOEE846049,SCUOLA PRIMARIA,4,18,11,7,0,7
202425,MEEE82004E,SCUOLA PRIMARIA,4,21,20,1,1,0
202425,MEEE87107E,SCUOLA PRIMARIA,3,12,12,0,0,0
202425,PIMM82304C,SCUOLA SECONDARIA I GRADO,3,28,27,1,0,1
202425,FGEE857023,SCUOLA PRIMARIA,1,39,39,0,0,0
202425,TOEE8BC016,SCUOLA PRIMARIA,5,84,76,8,1,7
202425,PZEE82104D,SCUOLA PRIMARIA,3,8,8,0,0,0
202425,CNEE82802T,SCUOLA PRIMARIA,3,24,22,2,1,1
202425,RMEE813025,SCUOLA PRIMARIA,4,11,6,5,0,5
202425,MITF05401C,SCUOLA SECONDARIA II GRADO,2,146,96,50,1,49
202425,FOMM80203R,SCUOLA SECONDARIA I GRADO,3,21,20,1,0,1
202425,PDEE840016,SCUOLA PRIMARIA,1,37,28,9,3,6
202425,VIRC016515,SCUOLA SECONDARIA II GRADO,4,34,26,8,2,6
202425,IMEE82005L,SCUOLA PRIMARIA,4,40,35,5,0,5
202425,GEMM81401L,SCUOLA SECONDARIA I GRADO,1,23,21,2,0,2
202425,PAMM87801Q,SCUOLA SECONDARIA I GRADO,2,152,150,2,0,2
202425,TPEE817051,SCUOLA PRIMARIA,3,2,0,2,1,1
202425,PAEE8A502P,SCUOLA PRIMARIA,2,59,59,0,0,0
202425,VREE840021,SCUOLA PRIMARIA,1,117,103,14,7,7
202425,BLMM83201X,SCUOLA SECONDARIA I GRADO,3,91,82,9,4,5
202425,IMRA00401L,SCUOLA SECONDARIA II GRADO,3,57,50,7,1,6
202425,BOEE87301E,SCUOLA PRIMARIA,3,42,29,13,1,12
202425,SSEE80001X,SCUOLA PRIMARIA,4,21,20,1,1,0
202425,PGEE03702N,SCUOLA PRIMARIA,2,11,10,1,0,1
202425,UDEE821017,SCUOLA PRIMARIA,4,17,16,1,1,0
202425,VEEE839014,SCUOLA PRIMARIA,2,19,15,4,2,2
202425,PAEE886083,SCUOLA PRIMARIA,1,43,43,0,0,0
202425,VAMM82602G,SCUOLA SECONDARIA I GRADO,3,14,14,0,0,0
202425,BGTD006016,SCUOLA SECONDARIA II GRADO,1,75,41,34,3,31
202425,MIEE886019,SCUOLA PRIMARIA,3,86,79,7,0,7
202425,BGEE847036,SCUOLA PRIMARIA,5,39,32,7,1,6
202425,NOEE820039,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,MEMM84401V,SCUOLA SECONDARIA I GRADO,2,35,31,4,3,1
202425,RMTL05201D,SCUOLA SECONDARIA II GRADO,4,14,13,1,0,1
202425,BGEE85305G,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,BGEE875018,SCUOLA PRIMARIA,1,44,24,20,3,17
202425,FREE85004B,SCUOLA PRIMARIA,4,15,15,0,0,0
202425,FREE844011,SCUOLA PRIMARIA,2,33,26,7,3,4
202425,BGRA027011,SCUOLA SECONDARIA II GRADO,1,54,49,5,2,3
202425,PSEE823049,SCUOLA PRIMARIA,3,21,18,3,2,1
202425,LEEE8AB02X,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,RAEE82101P,SCUOLA PRIMARIA,4,57,34,23,6,17
202425,PEEE830016,SCUOLA PRIMARIA,5,70,68,2,0,2
202425,CLEE822017,SCUOLA PRIMARIA,4,13,6,7,0,7
202425,PZMM82102A,SCUOLA SECONDARIA I GRADO,3,3,3,0,0,0
202425,BSMM85901T,SCUOLA SECONDARIA I GRADO,1,60,41,19,0,19
202425,RMMM8DR01T,SCUOLA SECONDARIA I GRADO,1,180,157,23,13,10
202425,AGRH01250V,SCUOLA SECONDARIA II GRADO,2,25,25,0,0,0
202425,CZEE10301D,SCUOLA PRIMARIA,5,59,57,2,0,2
202425,TERI01401L,SCUOLA SECONDARIA II GRADO,1,39,32,7,0,7
202425,CTSL01004E,SCUOLA SECONDARIA II GRADO,2,13,13,0,0,0
202425,LTEE85302C,SCUOLA PRIMARIA,3,11,6,5,0,5
202425,CSEE85107B,SCUOLA PRIMARIA,1,5,3,2,0,2
202425,BGMM85301A,SCUOLA SECONDARIA I GRADO,2,43,35,8,1,7
202425,PZMM86301B,SCUOLA SECONDARIA I GRADO,3,56,54,2,1,1
202425,FRMM807033,SCUOLA SECONDARIA I GRADO,2,26,25,1,0,1
202425,BSMM87401X,SCUOLA SECONDARIA I GRADO,3,158,133,25,3,22
202425,TORI01201D,SCUOLA SECONDARIA II GRADO,2,26,23,3,1,2
202425,BGEE88002R,SCUOLA PRIMARIA,3,15,15,0,0,0
202425,RMEE892037,SCUOLA PRIMARIA,1,18,14,4,4,0
202425,FRRI00301C,SCUOLA SECONDARIA II GRADO,2,20,17,3,1,2
