ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,PARA007516,SCUOLA SECONDARIA II GRADO,5,24,24,0,0,0
202425,PVEE822014,SCUOLA PRIMARIA,4,95,58,37,9,28
202425,BGEE864052,SCUOLA PRIMARIA,5,2,2,0,0,0
202425,SAEE89705X,SCUOLA PRIMARIA,5,13,12,1,0,1
202425,TOEE84202L,SCUOLA PRIMARIA,5,24,21,3,0,3
202425,SPEE815014,SCUOLA PRIMARIA,3,24,20,4,0,4
202425,BGMM81901V,SCUOLA SECONDARIA I GRADO,2,104,100,4,0,4
202425,ENMM80502T,SCUOLA SECONDARIA I GRADO,3,15,14,1,1,0
202425,MEMM86201C,SCUOLA SECONDARIA I GRADO,1,63,35,28,0,28
202425,ALEE83602C,SCUOLA PRIMARIA,4,59,39,20,1,19
202425,BOTD00901G,SCUOLA SECONDARIA II GRADO,1,25,23,2,0,2
202425,NOEE83201D,SCUOLA PRIMARIA,4,17,15,2,0,2
202425,TSMM821014,SCUOLA SECONDARIA I GRADO,2,155,124,31,2,29
202425,UDEE83203Q,SCUOLA PRIMARIA,4,18,17,1,0,1
202425,ARRI00201C,SCUOLA SECONDARIA II GRADO,5,22,19,3,0,3
202425,GOEE81603X,SCUOLA PRIMARIA,2,9,8,1,1,0
202425,VIEE842039,SCUOLA PRIMARIA,3,23,23,0,0,0
202425,RCEE815125,SCUOLA PRIMARIA,2,6,6,0,0,0
202425,NAEE8EC04P,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,RMSD10000R,SCUOLA SECONDARIA II GRADO,5,154,138,16,6,10
202425,RMEE827023,SCUOLA PRIMARIA,5,38,29,9,3,6
202425,ALEE809046,SCUOLA PRIMARIA,1,5,5,0,0,0
202425,BIMM809011,SCUOLA SECONDARIA I GRADO,1,24,19,5,1,4
202425,PGEE84302X,SCUOLA PRIMARIA,2,35,30,5,1,4
202425,PSEE82002Q,SCUOLA PRIMARIA,1,10,8,2,1,1
202425,GEPC04000E,SCUOLA SECONDARIA II GRADO,4,155,143,12,3,9
202425,SSMM83602T,SCUOLA SECONDARIA I GRADO,1,29,29,0,0,0
202425,MIMM8AP01A,SCUOLA SECONDARIA I GRADO,1,124,56,68,7,61
202425,NUMM877017,SCUOLA SECONDARIA I GRADO,2,69,63,6,3,3
202425,AREE81101D,SCUOLA PRIMARIA,4,8,8,0,0,0
202425,VBTD00401N,SCUOLA SECONDARIA II GRADO,1,42,38,4,0,4
202425,ROPS01000P,SCUOLA SECONDARIA II GRADO,4,159,152,7,3,4
202425,ALEE82101N,SCUOLA PRIMARIA,1,50,33,17,3,14
202425,MCEE83103P,SCUOLA PRIMARIA,1,21,21,0,0,0
202425,TVMM818012,SCUOLA SECONDARIA I GRADO,2,43,36,7,0,7
202425,RCEE850043,SCUOLA PRIMARIA,1,29,28,1,1,0
202425,TSEE806024,SCUOLA PRIMARIA,3,16,16,0,0,0
202425,RMEE8CF02T,SCUOLA PRIMARIA,2,20,20,0,0,0
202425,BGMM83603P,SCUOLA SECONDARIA I GRADO,3,37,34,3,0,3
202425,LIPS02000L,SCUOLA SECONDARIA II GRADO,2,337,314,23,5,18
202425,UDEE849057,SCUOLA PRIMARIA,2,21,20,1,0,1
202425,CHTD07000B,SCUOLA SECONDARIA II GRADO,1,15,12,3,0,3
202425,VTEE80402C,SCUOLA PRIMARIA,4,51,36,15,2,13
202425,RMEE8GU01G,SCUOLA PRIMARIA,4,75,54,21,3,18
202425,BRMM83001P,SCUOLA SECONDARIA I GRADO,1,107,101,6,0,6
202425,ANMM82601A,SCUOLA SECONDARIA I GRADO,1,148,128,20,4,16
202425,CLEE83503B,SCUOLA PRIMARIA,4,19,19,0,0,0
202425,RMPS07701G,SCUOLA SECONDARIA II GRADO,4,117,109,8,6,2
202425,NAEE8DG04B,SCUOLA PRIMARIA,1,43,43,0,0,0
202425,AQMM828028,SCUOLA SECONDARIA I GRADO,3,18,10,8,0,8
202425,SAEE8BD023,SCUOLA PRIMARIA,2,17,17,0,0,0
202425,MIMM88901Q,SCUOLA SECONDARIA I GRADO,3,85,63,22,3,19
202425,CTEE81403B,SCUOLA PRIMARIA,3,42,42,0,0,0
202425,SIEE80503C,SCUOLA PRIMARIA,2,20,12,8,0,8
202425,PDMM853039,SCUOLA SECONDARIA I GRADO,1,22,14,8,0,8
202425,VAEE837012,SCUOLA PRIMARIA,3,35,33,2,0,2
202425,RCEE83207L,SCUOLA PRIMARIA,5,7,7,0,0,0
202425,MIRI09751V,SCUOLA SECONDARIA II GRADO,3,9,6,3,0,3
202425,PZEE82005P,SCUOLA PRIMARIA,5,11,10,1,0,1
202425,MIEE8ET012,SCUOLA PRIMARIA,1,33,24,9,1,8
202425,COEE85502V,SCUOLA PRIMARIA,2,36,31,5,1,4
202425,BSRI032512,SCUOLA SECONDARIA II GRADO,5,16,12,4,0,4
202425,AQEE82504X,SCUOLA PRIMARIA,2,12,11,1,0,1
202425,SAEE87802B,SCUOLA PRIMARIA,5,5,5,0,0,0
202425,BLTF01101E,SCUOLA SECONDARIA II GRADO,4,133,129,4,1,3
202425,AVEE81001V,SCUOLA PRIMARIA,5,19,19,0,0,0
202425,NATF24000R,SCUOLA SECONDARIA II GRADO,2,133,124,9,0,9
202425,BGEE82702X,SCUOLA PRIMARIA,3,38,29,9,2,7
202425,FOEE81602P,SCUOLA PRIMARIA,4,43,37,6,1,5
202425,TOEE8BS03C,SCUOLA PRIMARIA,4,14,14,0,0,0
202425,MIPM03000T,SCUOLA SECONDARIA II GRADO,4,283,249,34,6,28
202425,CTMM81201L,SCUOLA SECONDARIA I GRADO,3,37,36,1,1,0
202425,PERA002014,SCUOLA SECONDARIA II GRADO,2,15,15,0,0,0
202425,SAMM83401G,SCUOLA SECONDARIA I GRADO,2,49,49,0,0,0
202425,TOEE8BY02A,SCUOLA PRIMARIA,4,39,32,7,2,5
202425,RMEE80803P,SCUOLA PRIMARIA,1,35,34,1,0,1
202425,PDEE83007T,SCUOLA PRIMARIA,5,19,19,0,0,0
202425,ALMM80602G,SCUOLA SECONDARIA I GRADO,1,25,23,2,1,1
202425,SREE83705A,SCUOLA PRIMARIA,4,20,20,0,0,0
202425,SSEE826017,SCUOLA PRIMARIA,5,30,29,1,1,0
202425,CHEE82202Q,SCUOLA PRIMARIA,2,10,7,3,3,0
202425,VRMM85501L,SCUOLA SECONDARIA I GRADO,2,112,99,13,2,11
202425,CNMM84501D,SCUOLA SECONDARIA I GRADO,2,64,47,17,0,17
202425,BGTF01050C,SCUOLA SECONDARIA II GRADO,3,37,22,15,0,15
202425,CREE81001B,SCUOLA PRIMARIA,3,19,13,6,3,3
202425,NATD076512,SCUOLA SECONDARIA II GRADO,5,25,25,0,0,0
202425,BLEE824023,SCUOLA PRIMARIA,3,13,11,2,0,2
202425,VEEE83604Q,SCUOLA PRIMARIA,1,21,19,2,1,1
202425,CSEE8AQ02E,SCUOLA PRIMARIA,2,44,42,2,1,1
202425,CNMM81603G,SCUOLA SECONDARIA I GRADO,2,7,6,1,0,1
202425,AQEE828029,SCUOLA PRIMARIA,3,22,19,3,0,3
202425,CLEE82003N,SCUOLA PRIMARIA,2,16,15,1,0,1
202425,MIMM8DK02X,SCUOLA SECONDARIA I GRADO,3,80,77,3,0,3
202425,TOEE8A201Q,SCUOLA PRIMARIA,2,15,7,8,2,6
202425,MSEE807025,SCUOLA PRIMARIA,1,15,15,0,0,0
202425,NAMM8AS01B,SCUOLA SECONDARIA I GRADO,3,62,62,0,0,0
202425,TEEE843053,SCUOLA PRIMARIA,4,15,13,2,0,2
202425,LIRC00801G,SCUOLA SECONDARIA II GRADO,4,115,99,16,1,15
202425,SSMM82010N,SCUOLA SECONDARIA I GRADO,2,1,1,0,0,0
202425,SAEE8B4012,SCUOLA PRIMARIA,5,16,15,1,0,1
202425,KREE81706N,SCUOLA PRIMARIA,5,10,10,0,0,0
202425,RERI070003,SCUOLA SECONDARIA II GRADO,3,40,32,8,0,8
202425,CHMM83005R,SCUOLA SECONDARIA I GRADO,3,24,23,1,1,0
202425,LEMM8AT01N,SCUOLA SECONDARIA I GRADO,3,116,114,2,0,2
202425,PZMM857025,SCUOLA SECONDARIA I GRADO,2,8,8,0,0,0
202425,FISL032515,SCUOLA SECONDARIA II GRADO,5,29,22,7,1,6
202425,MCEE83602R,SCUOLA PRIMARIA,1,26,22,4,0,4
202425,ANMM83802N,SCUOLA SECONDARIA I GRADO,3,12,11,1,0,1
202425,NAMM8CK01D,SCUOLA SECONDARIA I GRADO,1,91,88,3,2,1
202425,VBEE81203A,SCUOLA PRIMARIA,1,3,2,1,0,1
202425,LEEE81005B,SCUOLA PRIMARIA,3,15,15,0,0,0
202425,SAEE16305P,SCUOLA PRIMARIA,2,15,14,1,0,1
202425,FOEE80802Q,SCUOLA PRIMARIA,1,7,5,2,0,2
202425,TAEE88003D,SCUOLA PRIMARIA,4,52,52,0,0,0
202425,PZEE82001E,SCUOLA PRIMARIA,3,27,25,2,2,0
202425,CNEE80901B,SCUOLA PRIMARIA,5,55,51,4,0,4
202425,SIEE81103Q,SCUOLA PRIMARIA,3,21,18,3,0,3
202425,TETF009012,SCUOLA SECONDARIA II GRADO,2,113,108,5,1,4
202425,BSEE81803P,SCUOLA PRIMARIA,1,4,4,0,0,0
202425,CHEE81301X,SCUOLA PRIMARIA,4,25,21,4,1,3
202425,ROTD00801G,SCUOLA SECONDARIA II GRADO,4,126,111,15,1,14
202425,FIPC03201Q,SCUOLA SECONDARIA II GRADO,3,76,74,2,0,2
202425,MEEE814014,SCUOLA PRIMARIA,1,9,8,1,0,1
202425,MOTD030507,SCUOLA SECONDARIA II GRADO,1,18,6,12,0,12
202425,NAEE8D3011,SCUOLA PRIMARIA,3,19,19,0,0,0
202425,TOMM8AK01P,SCUOLA SECONDARIA I GRADO,3,162,143,19,12,7
202425,PSTD00351P,SCUOLA SECONDARIA II GRADO,5,21,16,5,1,4
202425,LEEE81301P,SCUOLA PRIMARIA,1,39,37,2,0,2
202425,CSEE802021,SCUOLA PRIMARIA,4,14,13,1,0,1
202425,AVEE887043,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,BAMM88701C,SCUOLA SECONDARIA I GRADO,2,169,158,11,1,10
202425,RMPM05101C,SCUOLA SECONDARIA II GRADO,1,54,51,3,2,1
202425,TARI04101E,SCUOLA SECONDARIA II GRADO,4,16,16,0,0,0
202425,AVEE81803G,SCUOLA PRIMARIA,3,18,18,0,0,0
202425,LEEE004022,SCUOLA PRIMARIA,2,48,46,2,1,1
202425,COMM83001C,SCUOLA SECONDARIA I GRADO,1,66,62,4,0,4
202425,CAEE89304R,SCUOLA PRIMARIA,2,30,21,9,0,9
202425,RMMM87501A,SCUOLA SECONDARIA I GRADO,1,120,109,11,5,6
202425,NATD14601N,SCUOLA SECONDARIA II GRADO,2,220,213,7,2,5
202425,NAPS32000A,SCUOLA SECONDARIA II GRADO,1,168,168,0,0,0
202425,NAEE8G7014,SCUOLA PRIMARIA,5,88,85,3,0,3
202425,AGPM01801R,SCUOLA SECONDARIA II GRADO,2,114,113,1,0,1
202425,RMMM8B901L,SCUOLA SECONDARIA I GRADO,1,133,131,2,1,1
202425,LUMM81101Q,SCUOLA SECONDARIA I GRADO,2,45,42,3,2,1
202425,RMEE8DF01B,SCUOLA PRIMARIA,5,62,52,10,3,7
202425,RIRA001019,SCUOLA SECONDARIA II GRADO,4,33,33,0,0,0
202425,AQEE02601N,SCUOLA PRIMARIA,5,42,36,6,4,2
202425,MIEE8CC02T,SCUOLA PRIMARIA,3,70,58,12,3,9
202425,VREE81304P,SCUOLA PRIMARIA,4,18,17,1,1,0
202425,TOEE84907L,SCUOLA PRIMARIA,5,24,22,2,1,1
202425,LCEE81304L,SCUOLA PRIMARIA,1,12,11,1,0,1
202425,VETF01951V,SCUOLA SECONDARIA II GRADO,3,40,24,16,0,16
202425,AVEE88506D,SCUOLA PRIMARIA,4,48,47,1,0,1
202425,BATD06801C,SCUOLA SECONDARIA II GRADO,2,71,64,7,0,7
202425,NAEE8E101X,SCUOLA PRIMARIA,2,45,44,1,0,1
202425,ISMM81206V,SCUOLA SECONDARIA I GRADO,2,8,7,1,0,1
202425,PAMM838019,SCUOLA SECONDARIA I GRADO,1,116,116,0,0,0
202425,SVMM809038,SCUOLA SECONDARIA I GRADO,1,12,11,1,0,1
202425,GRRC01201P,SCUOLA SECONDARIA II GRADO,4,11,10,1,0,1
202425,LEPS01000P,SCUOLA SECONDARIA II GRADO,2,271,264,7,1,6
202425,GEEE862013,SCUOLA PRIMARIA,3,18,16,2,0,2
202425,ATEE80604Q,SCUOLA PRIMARIA,3,18,14,4,0,4
202425,LEEE895017,SCUOLA PRIMARIA,5,30,30,0,0,0
202425,CTEE8A5048,SCUOLA PRIMARIA,2,31,24,7,0,7
202425,CAMM8AE01B,SCUOLA SECONDARIA I GRADO,1,124,124,0,0,0
202425,LUMM82101A,SCUOLA SECONDARIA I GRADO,3,57,54,3,2,1
202425,NATD12601C,SCUOLA SECONDARIA II GRADO,5,103,102,1,0,1
202425,TVMM86501G,SCUOLA SECONDARIA I GRADO,3,48,34,14,4,10
202425,MOEE82204P,SCUOLA PRIMARIA,2,48,30,18,2,16
202425,AREE82303T,SCUOLA PRIMARIA,4,15,14,1,1,0
202425,CTTA03801Q,SCUOLA SECONDARIA II GRADO,1,15,14,1,0,1
202425,BAEE805033,SCUOLA PRIMARIA,4,67,63,4,0,4
202425,CSPM08101E,SCUOLA SECONDARIA II GRADO,1,213,201,12,4,8
202425,BGMM890019,SCUOLA SECONDARIA I GRADO,1,46,41,5,1,4
202425,PDEE85101L,SCUOLA PRIMARIA,2,47,41,6,1,5
202425,KREE80304N,SCUOLA PRIMARIA,3,24,24,0,0,0
202425,BAMM83701B,SCUOLA SECONDARIA I GRADO,3,92,92,0,0,0
202425,RMEE8C801C,SCUOLA PRIMARIA,1,72,67,5,2,3
202425,FREE81701L,SCUOLA PRIMARIA,5,44,44,0,0,0
202425,VREE832033,SCUOLA PRIMARIA,3,5,3,2,1,1
202425,AGEE851031,SCUOLA PRIMARIA,1,32,31,1,0,1
202425,LIEE818015,SCUOLA PRIMARIA,2,63,61,2,2,0
202425,PGEE04215Q,SCUOLA PRIMARIA,4,15,13,2,0,2
202425,AGRA02751D,SCUOLA SECONDARIA II GRADO,1,84,60,24,6,18
202425,NARC11151R,SCUOLA SECONDARIA II GRADO,4,26,26,0,0,0
202425,NAEE8EF013,SCUOLA PRIMARIA,4,54,54,0,0,0
202425,CNEE83002T,SCUOLA PRIMARIA,3,81,69,12,3,9
202425,CLRH003014,SCUOLA SECONDARIA II GRADO,4,20,19,1,1,0
202425,FGMM85801R,SCUOLA SECONDARIA I GRADO,3,60,59,1,1,0
202425,BNEE849044,SCUOLA PRIMARIA,1,14,10,4,0,4
202425,SRPC08000R,SCUOLA SECONDARIA II GRADO,2,171,170,1,0,1
202425,MIRC12002N,SCUOLA SECONDARIA II GRADO,3,66,46,20,1,19
202425,LERH017018,SCUOLA SECONDARIA II GRADO,2,52,50,2,1,1
202425,PGSD03601P,SCUOLA SECONDARIA II GRADO,3,28,21,7,3,4
202425,PCPS00101D,SCUOLA SECONDARIA II GRADO,3,143,137,6,3,3
202425,VREE89102T,SCUOLA PRIMARIA,2,35,26,9,2,7
202425,VAEE82103E,SCUOLA PRIMARIA,3,18,17,1,0,1
202425,TOEE824034,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,RMEE86601L,SCUOLA PRIMARIA,5,37,29,8,3,5
202425,PAEE89002C,SCUOLA PRIMARIA,2,67,60,7,1,6
202425,CZMM821047,SCUOLA SECONDARIA I GRADO,2,15,15,0,0,0
202425,NAPC33000T,SCUOLA SECONDARIA II GRADO,5,142,142,0,0,0
202425,ANEE82602C,SCUOLA PRIMARIA,4,43,41,2,1,1
202425,TPTD02201L,SCUOLA SECONDARIA II GRADO,2,5,5,0,0,0
202425,BAEE87301G,SCUOLA PRIMARIA,5,72,67,5,2,3
202425,CSEE87003L,SCUOLA PRIMARIA,3,25,25,0,0,0
202425,BSEE86401A,SCUOLA PRIMARIA,4,15,13,2,0,2
202425,BNEE83801E,SCUOLA PRIMARIA,5,12,11,1,0,1
202425,TOEE836018,SCUOLA PRIMARIA,4,21,18,3,1,2
202425,SRTD02401C,SCUOLA SECONDARIA II GRADO,2,87,73,14,2,12
202425,ATTF010518,SCUOLA SECONDARIA II GRADO,4,25,20,5,1,4
202425,VAMM85901T,SCUOLA SECONDARIA I GRADO,3,116,96,20,2,18
202425,BTEE8AE018,SCUOLA PRIMARIA,3,14,12,2,0,2
202425,BSEE85402R,SCUOLA PRIMARIA,4,11,9,2,0,2
202425,BATD04000G,SCUOLA SECONDARIA II GRADO,4,62,59,3,0,3
202425,MOMM84701V,SCUOLA SECONDARIA I GRADO,1,142,97,45,0,45
202425,VEEE82201P,SCUOLA PRIMARIA,5,13,11,2,1,1
202425,RMEE8CZ018,SCUOLA PRIMARIA,3,19,17,2,0,2
202425,VITF05000Q,SCUOLA SECONDARIA II GRADO,3,225,203,22,4,18
202425,VETD01801B,SCUOLA SECONDARIA II GRADO,2,63,40,23,5,18
202425,NAEE8HS01G,SCUOLA PRIMARIA,1,23,23,0,0,0
202425,LUEE822028,SCUOLA PRIMARIA,3,17,16,1,1,0
202425,VARI019016,SCUOLA SECONDARIA II GRADO,5,23,18,5,0,5
202425,VAEE87101D,SCUOLA PRIMARIA,5,35,25,10,0,10
202425,BATF028018,SCUOLA SECONDARIA II GRADO,5,42,40,2,0,2
202425,LUEE844036,SCUOLA PRIMARIA,1,8,7,1,1,0
202425,TPTD03000E,SCUOLA SECONDARIA II GRADO,1,142,126,16,3,13
202425,MIEE85806A,SCUOLA PRIMARIA,5,60,49,11,1,10
202425,CSTF01000C,SCUOLA SECONDARIA II GRADO,5,183,180,3,1,2
202425,MEMM86201C,SCUOLA SECONDARIA I GRADO,2,78,65,13,0,13
202425,SIEE814026,SCUOLA PRIMARIA,2,32,20,12,2,10
202425,REEE83203N,SCUOLA PRIMARIA,5,16,12,4,0,4
202425,GEEE85803D,SCUOLA PRIMARIA,5,63,56,7,0,7
202425,BARH11000E,SCUOLA SECONDARIA II GRADO,3,120,118,2,0,2
202425,AQEE83903R,SCUOLA PRIMARIA,4,12,12,0,0,0
202425,MCEE827077,SCUOLA PRIMARIA,5,19,7,12,0,12
202425,RMEE848013,SCUOLA PRIMARIA,3,34,30,4,0,4
202425,SAEE8A0058,SCUOLA PRIMARIA,5,40,38,2,1,1
202425,CHEE83803A,SCUOLA PRIMARIA,4,9,9,0,0,0
202425,BIEE81606A,SCUOLA PRIMARIA,1,4,3,1,0,1
202425,PGEE85304L,SCUOLA PRIMARIA,2,19,14,5,0,5
202425,BNEE848015,SCUOLA PRIMARIA,1,8,8,0,0,0
202425,CTSL01006L,SCUOLA SECONDARIA II GRADO,2,38,36,2,0,2
202425,BOMM81901R,SCUOLA SECONDARIA I GRADO,1,67,57,10,2,8
202425,MOEE81603A,SCUOLA PRIMARIA,1,17,13,4,4,0
202425,VEEE82401A,SCUOLA PRIMARIA,1,49,28,21,4,17
202425,PAEE8AZ022,SCUOLA PRIMARIA,1,34,34,0,0,0
202425,LEEE8AF016,SCUOLA PRIMARIA,4,59,57,2,0,2
202425,TVEE87101X,SCUOLA PRIMARIA,2,35,25,10,0,10
202425,RGEE833034,SCUOLA PRIMARIA,5,23,8,15,1,14
202425,FRMM80301N,SCUOLA SECONDARIA I GRADO,1,27,25,2,0,2
202425,NAPS690029,SCUOLA SECONDARIA II GRADO,3,17,17,0,0,0
202425,TEEE826015,SCUOLA PRIMARIA,5,46,28,18,1,17
202425,PIMM810028,SCUOLA SECONDARIA I GRADO,2,119,42,77,2,75
202425,TOEE8BH02A,SCUOLA PRIMARIA,5,78,71,7,6,1
202425,LUMM83401C,SCUOLA SECONDARIA I GRADO,3,89,81,8,1,7
202425,VBEE81708P,SCUOLA PRIMARIA,4,9,8,1,0,1
202425,AVEE873012,SCUOLA PRIMARIA,3,11,11,0,0,0
202425,PDEE85701G,SCUOLA PRIMARIA,2,25,23,2,0,2
202425,RMEE8CF02T,SCUOLA PRIMARIA,1,15,15,0,0,0
202425,FREE80803X,SCUOLA PRIMARIA,5,62,58,4,3,1
202425,FIEE850032,SCUOLA PRIMARIA,5,45,38,7,0,7
202425,CTMM8AD018,SCUOLA SECONDARIA I GRADO,2,84,84,0,0,0
202425,VIEE81203D,SCUOLA PRIMARIA,5,15,15,0,0,0
202425,MBEE8E1039,SCUOLA PRIMARIA,2,42,39,3,1,2
202425,UDEE829041,SCUOLA PRIMARIA,3,18,17,1,0,1
202425,BAEE818024,SCUOLA PRIMARIA,3,80,74,6,0,6
202425,PSEE838021,SCUOLA PRIMARIA,4,71,65,6,1,5
202425,PZEE824063,SCUOLA PRIMARIA,1,12,12,0,0,0
202425,PEMM81601V,SCUOLA SECONDARIA I GRADO,2,15,14,1,1,0
202425,MIMM8GD012,SCUOLA SECONDARIA I GRADO,1,132,102,30,6,24
202425,MTEE810079,SCUOLA PRIMARIA,1,38,34,4,0,4
202425,TVEE81502L,SCUOLA PRIMARIA,4,15,13,2,1,1
202425,CNEE83601Q,SCUOLA PRIMARIA,5,13,11,2,1,1
202425,CZTD002014,SCUOLA SECONDARIA II GRADO,4,26,24,2,1,1
202425,SSEE84504Q,SCUOLA PRIMARIA,5,15,15,0,0,0
202425,BGEE83802A,SCUOLA PRIMARIA,3,56,39,17,0,17
202425,AVEE86101Q,SCUOLA PRIMARIA,4,12,10,2,0,2
202425,LCEE810034,SCUOLA PRIMARIA,4,21,18,3,0,3
202425,NAEE8FA01E,SCUOLA PRIMARIA,2,51,47,4,0,4
202425,VVEE02403A,SCUOLA PRIMARIA,2,51,50,1,0,1
202425,TPEE82604P,SCUOLA PRIMARIA,3,9,9,0,0,0
202425,NUEE860075,SCUOLA PRIMARIA,5,11,11,0,0,0
202425,CAEE84503A,SCUOLA PRIMARIA,2,19,19,0,0,0
202425,RMEE8EX03X,SCUOLA PRIMARIA,5,46,44,2,0,2
202425,VIEE885037,SCUOLA PRIMARIA,3,40,22,18,0,18
202425,BRTD01101P,SCUOLA SECONDARIA II GRADO,5,23,23,0,0,0
202425,TPEE83903Q,SCUOLA PRIMARIA,2,19,19,0,0,0
202425,TOSL01000C,SCUOLA SECONDARIA II GRADO,5,157,146,11,4,7
202425,VIMM81501T,SCUOLA SECONDARIA I GRADO,3,93,85,8,3,5
202425,NAEE80701T,SCUOLA PRIMARIA,3,56,56,0,0,0
202425,VREE86401C,SCUOLA PRIMARIA,2,38,31,7,2,5
202425,MBMM8AA03T,SCUOLA SECONDARIA I GRADO,3,72,63,9,2,7
202425,BLMM82601L,SCUOLA SECONDARIA I GRADO,2,14,14,0,0,0
202425,BOEE842031,SCUOLA PRIMARIA,4,35,23,12,4,8
202425,TOEE8B5041,SCUOLA PRIMARIA,2,19,15,4,0,4
202425,CREE81503L,SCUOLA PRIMARIA,5,16,12,4,2,2
202425,LCTD011016,SCUOLA SECONDARIA II GRADO,2,122,102,20,3,17
202425,TVEE82201P,SCUOLA PRIMARIA,4,83,75,8,0,8
202425,RMEE8E401A,SCUOLA PRIMARIA,1,102,89,13,3,10
202425,PGPC01000X,SCUOLA SECONDARIA II GRADO,5,196,185,11,2,9
202425,SAMM83401G,SCUOLA SECONDARIA I GRADO,1,44,44,0,0,0
202425,CLEE824064,SCUOLA PRIMARIA,4,36,36,0,0,0
202425,TOMM82601L,SCUOLA SECONDARIA I GRADO,2,61,49,12,5,7
202425,CAMM889011,SCUOLA SECONDARIA I GRADO,1,112,109,3,0,3
202425,CLTD00352L,SCUOLA SECONDARIA II GRADO,1,12,12,0,0,0
202425,MBTF063014,SCUOLA SECONDARIA II GRADO,1,117,111,6,1,5
202425,LUEE84703N,SCUOLA PRIMARIA,5,42,30,12,0,12
202425,VBEE81502R,SCUOLA PRIMARIA,5,32,27,5,0,5
202425,TOEE84702Q,SCUOLA PRIMARIA,5,16,14,2,1,1
202425,PAEE8BW036,SCUOLA PRIMARIA,1,62,61,1,0,1
202425,CZEE86703L,SCUOLA PRIMARIA,2,35,34,1,1,0
202425,NUEE86702P,SCUOLA PRIMARIA,4,11,11,0,0,0
202425,BGEE86605N,SCUOLA PRIMARIA,4,42,21,21,0,21
202425,LIEE805024,SCUOLA PRIMARIA,4,28,22,6,2,4
202425,SVMM80104P,SCUOLA SECONDARIA I GRADO,3,21,21,0,0,0
202425,NAEE84501L,SCUOLA PRIMARIA,3,39,38,1,0,1
202425,AVMM83703X,SCUOLA SECONDARIA I GRADO,1,16,16,0,0,0
202425,REMM85101X,SCUOLA SECONDARIA I GRADO,2,98,84,14,5,9
202425,BSEE85103A,SCUOLA PRIMARIA,4,15,11,4,2,2
202425,RMRI06602B,SCUOLA SECONDARIA II GRADO,5,22,22,0,0,0
202425,BGEE85101Q,SCUOLA PRIMARIA,1,23,23,0,0,0
202425,BOPC030001,SCUOLA SECONDARIA II GRADO,3,219,214,5,2,3
202425,PDRI02601N,SCUOLA SECONDARIA II GRADO,4,45,34,11,3,8
202425,NAEE8E0014,SCUOLA PRIMARIA,5,65,61,4,0,4
202425,UDRC01101N,SCUOLA SECONDARIA II GRADO,5,42,36,6,3,3
202425,FIEE84302T,SCUOLA PRIMARIA,5,43,38,5,0,5
202425,VIEE808072,SCUOLA PRIMARIA,4,25,23,2,0,2
202425,BAEE82803Q,SCUOLA PRIMARIA,4,26,21,5,0,5
202425,LTTF003011,SCUOLA SECONDARIA II GRADO,4,43,38,5,2,3
202425,COTF00751C,SCUOLA SECONDARIA II GRADO,5,19,17,2,0,2
202425,PIEE82204N,SCUOLA PRIMARIA,5,13,12,1,0,1
202425,PTEE82903A,SCUOLA PRIMARIA,2,37,27,10,1,9
202425,PAEE89901T,SCUOLA PRIMARIA,4,105,103,2,2,0
202425,TOTD03701C,SCUOLA SECONDARIA II GRADO,3,60,45,15,4,11
202425,FOEE02011T,SCUOLA PRIMARIA,1,20,19,1,0,1
202425,CSEE879022,SCUOLA PRIMARIA,5,12,10,2,0,2
202425,VVEE80310L,SCUOLA PRIMARIA,5,7,6,1,0,1
202425,AVMM83701T,SCUOLA SECONDARIA I GRADO,2,13,13,0,0,0
202425,PGEE83101L,SCUOLA PRIMARIA,3,22,17,5,1,4
202425,NUTD003013,SCUOLA SECONDARIA II GRADO,3,12,12,0,0,0
202425,BSEE85002D,SCUOLA PRIMARIA,2,25,24,1,0,1
202425,TVMM83702C,SCUOLA SECONDARIA I GRADO,3,63,53,10,1,9
202425,FGEE89102E,SCUOLA PRIMARIA,1,92,91,1,0,1
202425,BNMM81701C,SCUOLA SECONDARIA I GRADO,3,46,42,4,1,3
202425,GRMM822028,SCUOLA SECONDARIA I GRADO,2,6,6,0,0,0
202425,BSEE80302X,SCUOLA PRIMARIA,5,21,17,4,0,4
202425,ATEE81003A,SCUOLA PRIMARIA,5,22,15,7,4,3
202425,BGMM84401G,SCUOLA SECONDARIA I GRADO,3,53,37,16,0,16
202425,PNEE815032,SCUOLA PRIMARIA,4,32,30,2,0,2
202425,SARH022501,SCUOLA SECONDARIA II GRADO,3,14,8,6,2,4
202425,META00901E,SCUOLA SECONDARIA II GRADO,4,31,31,0,0,0
202425,VIEE89003P,SCUOLA PRIMARIA,1,43,36,7,1,6
202425,SREE82802C,SCUOLA PRIMARIA,1,1,1,0,0,0
202425,BORC01252E,SCUOLA SECONDARIA II GRADO,3,8,6,2,1,1
